ID	text
11824	 Boner Center, and other community organizations. These programs provide hands-on training in advanced manufacturing, healthcare, and technology—helping workers re-enter the job market with the skills needed for today’s careers. We must continue expanding these efforts to prepare our workforce for the jobs of the future
16631	" It is necessary to address violent crime and we can all agree that it is common sense to keep firearms out of the hands of criminals and unlawful individuals. During my time in Albany as a New York State Assemblyman, I voted against the Secure Ammunition and Firearms Enforcement (SAFE) Act because it infringed on those rights through excessive regulation. In Congress, I voted against H"
4463	Communities like ours in the High Desert and Inland Empire desperately need better access to affordable and quality healthcare. California - and our rural district in particular - is unique. A one-size-fits-all Washington approach does not work for the disparate communities like ours
21983	  Congresswoman Garcia works diligently to ensure that the law protects every person, and she is a champion for reproductive justice and will continue the fight to secure the rights for our most marginalized communities. Women’s EqualityBelow are a few examples of how the Congresswoman has worked in Washington, D.C
14012	R.1229 - United States-Israel Defense Partnership Act07/10/2023 – Cosponsor: H.R
11325	 Obamacare ends insurance industry abuses in the health system, improves Medicare and Medicaid for seniors and people with disabilities, and covers millions of uninsured Americans. Millions of Americans have received free preventive services, young adults now have health insurance through their parents' plan, children are no longer denied care because of pre-existing conditions, and seniors and persons with disabilities are paying lower prescription drug bills.Obamacare is working nationwide:Americans no longer have a lifetime limit on their benefits
20177	Increase Recreation and Tourism: As a former healthcare professional and Boy Scout Leader, I encourage the many benefits of outdoor recreation and physical activity. In Pennsylvania's 15th Congressional District, we are blessed with an abundance of lands that can cater to some of the best outdoor experiences in the state. The ANF offers year-round activities such as camping, fishing, boating, hiking, biking, ATVing and snowmobiling
11736	S. Department of Veterans Affairs (VA) Police Officers and the VA Acquisition Review Board Act to create a formal structure for the review and approval of major acquisition programs at VA.  Additionally, Rep
3454	R. 5723, the Social Security 2100 Act, to increase benefits for all recipients by about 2 percent; improve the annual COLA formula to better reflect the costs incurred by seniors; set the new minimum benefit at 25 percent above the poverty line and tie it to wage levels to ensure that the minimum benefit does not fall behind; improve benefits for widows and widowers in two-income households; repeal the Windfall Elimination Provision (WEP) and Government Pension Offset (GPO) that currently penalize many public servants; end the 5-month waiting period to receive disability benefits; provide caregiver credits to ensure that caregivers are not penalized in retirement for taking time out of the workforce to care for children or other dependents; extend benefits for students through age 22; and increase access to benefits for children who live with grandparents or other relatives. Presently, payroll taxes are not collected on wages over $142,800; this bill would apply the payroll tax to wages above $400,000, a provision that would only affect the top 0
4987	 Jackson Women’s Health Organization decision could be applied to potentially overturn other fundamental rights like access to contraception and the right for same-sex couples to marry.That’s why my colleagues and I acted swiftly to pass the Respect for Marriage Act in the 117th Congress. This legislation, which I also cosponsored, formally repeals the Defense of Marriage Act (DOMA), which prohibited the federal government from formally recognizing same-sex marriage
19262	 This means delivering additional resources to low-income schools and implementing restorative policies that end the school-to-prison pipeline, reduce suspensions and expulsions, and make schools safer and healthier for all students. It also means providing each student with a meaningful pathway to a degree or into the workforce after high school. We must also invest in making higher education more affordable so students and families will no longer have to choose between getting a degree or credential and putting food on the table
13989	 The rhetoric and the aggressive actions by North Korea are unacceptable and the United States must take every action to work with our foreign partners and put tremendous economic pressure on the Kim regime to deter them from their nuclear weapons ambitions and undermine global security.  United Nations AccountabilityI remain concerned about the efficiency and effectiveness of the United Nations (UN) system. In the past, I have cosponsored legislation that would give the U
22204	 As a country, we made a promise to protect our elderly and ensure they would have reliable access to the resources and support that they earned. Now more than ever, we cannot abandon our seniors when their resources, and ultimately their independence is threatened.Congressman Gonzalez opposes ill-advised efforts to privatize Social Security or turn Medicare into a voucher system
12148	The continued pursuit of American energy independence is critical to our nation's economy and national security. It is imperative that Congress unleashes America's energy capacity and remove burdensome regulations to lower gas and home energy prices. In Washington, I continue to champion an all-of-the-above domestic energy strategy that includes expanding Iowa’s biofuels
9988	So far, much of my work on the Foreign Affairs Committee has focused on deterring our adversaries like China and Iran, changing the way we do export controls for critical technologies, reforming our foreign military sales process, and supporting our relationships in strategically important regions like Latin America and the Indo-Pacific. I’m excited to work with my colleagues on the Africa Subcommittee and Oversight and Intelligence Subcommittee to support American diplomacy and global leadership.
13074	 Relevant LegislationI am proud to have either sponsored or co-sponsored the following legislation and I will work tirelessly towards passage of this legislation in the 119th Congress. H.R
18897	  Student Loan Forgiveness The Biden Administration's student debt forgiveness plan would be a financial lifeline for many in our community and help boost our economy at home and nationwide. Under President Biden's program, over 700,000 applications for debt relief have already been approved for Ohioans. This program  In fact: 28% of those who attended my telephone town hall in February 2023 had zero to $10,000 in student loan debt – which means the Biden Administration's plan could eliminate their debt, leaving them with more money to contribute to our economy
5593	Issa is a proud Army veteran.  As a senior in high school, Issa enlisted in the United States Army. Through his service, he received a ROTC scholarship and graduated with a degree in business
9207	 Even worse, one of those routes is prone to flooding and can bottleneck to one lane during a storm. This is dangerous and unacceptable.The Congressman worked closely with Pasco County officials, the Army Corps and President Trump in order to expedite approval of the permit
1414	 With the enactment of the Medicare Part D prescription drug program, more people are taking advantage of the many benefits such as lower prices and greater choices that are being offered.With increasing premiums, higher costs of living, and skyrocketing drug prices, the Administration needs to compromise with Congress on real-life, affordable options provided by the private sector has to work to ensure our senior citizens and future generations do not have to choose between buying groceries and prescription drugs.I opposed the President's healthcare bill, the Patient Protection and Affordable Care Act (PPACA), also known as Obamacare
6521	 These include bills like H.R. 845 the Pet and Livestock Protection Act, H
16583	  Disposable Income is projected to increase by $2.76 billion each year, an average of $357 per household. As a pro-jobs and pro-growth elected official, investing in our region’s infrastructure is the best way to stimulate Long Island’s economy, create jobs, and improve the safety and livelihoods of all Long Islanders
15968	Working families who rely on Medicaid would be forced to pay out-of-pocket for care they can’t afford.Medicaid is a Lifeline for our CommunityMedicaid isn’t just a program—it’s the foundation of healthcare for thousands in our district. It covers:Prenatal and pediatric care to ensure children grow up healthy
5482	I share hard working Americans' frustration with the Internal Revenue Service and our current convoluted tax code. I believe that Congress should encourage a full discussion and act on fundamental tax reform. Whether it is a flat income tax, a national sales tax or another idea, I will support a tax plan which provides fairness to the taxpayer and makes the system less complicated
15890	" These brave men and women and their families sacrificed so much to protect us and our freedom. It is our duty to ensure that we take care of them when they return home, many with injuries, visible and invisible. Nellis and Creech Air Force Bases establish a significant active-duty military footprint here in southern Nevada"
5859	 Getting Assault Weapons Off Our StreetsRep. DeGette is also a lead sponsor of legislation to reinstate a nationwide ban on military-style assault weapons, such as the AR-15, which have consistently been used to perpetrate some of the nation's deadliest mass shootings. The legislation, which DeGette first sponsored in the wake of the horrific shooting that took place at Columbine High School, in her district, in 1999, was approved by the U
23694	 I came to Washington to roll up my sleeves and solve problems. Far too often, politicians in Washington let politics get in the way of getting important work done on behalf of the American people. I am working to change that
15350	The Fed initially cut its discount rate for loans, extended credit to banks, and brought down the interest rate for depository institutions. When this wasn't enough, the Fed took extraordinary steps to provide emergency funds directly to institutions and foreign central banks that desperately needed it. The severity of the crisis and its impact on millions of Americans also forced the Fed to enter unchartered territory, engaging in large-scale financial asset purchases that lowered long-term interest rates
7434	 Larson helped pass the American Rescue Plan, which gave Connecticut $275 million to ensure providers were able to stay open and directly support low-income families in need of care.  Tax Cuts for FamiliesAs a senior member of the Ways and Means Committee, responsible for tax policy, Rep. Larson is working to ensure the tax code works for low-income and middle-class families, not the wealthy and corporations
13966	The strategy of the United States and our allies must include comprehensive solutions and correct root causes of Putin's aggression, not simply reactionary measures. ChinaSince the establishment of diplomatic relations with China more than 40 years ago, the United States has sought a constructive relationship with China. However, over the years, China has chosen a path of economic aggression and has sought to assert its power and influence around the world
12028	S. strategy in Palestine and Israel that prioritizes: A just and lasting peace through a two-state solution An end to the humanitarian crisis in Gaza Equal rights, dignity, and security for both Israelis and Palestinians After October 7, 2023, Congressman Carson has taken the following actions: Introduced the UNRWA funding Emergency Restoration Act to restore humanitarian aid to Gaza through the United Nations Relief and Works Agency. Signed a letter to President Biden and Secretary of State Blinken expressing concerns on the unfolding humanitarian situation in Gaza
12575	 Congressional and Executive Foreign Lobbying Ban Act: This bill would ban retired members of Congress, senior executive branch officials, and high-ranking military officials from lobbying for foreign interests.. TRUST in Congress Act: Public service isn’t about making a personal profit
4327	 I am a cosponsor of the Commission to Study and Develop Reparation Proposals for African-Americans Act which would study the impact of slavery and continuing discrimination against African Americans resulting directly and indirectly from slavery to segregation to the desegregation process and the present day. I am a cosponsor of the Commission on the Social Status of Black Men and Boys Act to establish a bipartisan commission that will be housed within the United States Commission on Civil Rights office tasked with examining the social disparities that disproportionately affect black men and boys in America.  I am a cosponsor of the United States Commission on Truth, Racial Healing, and Transformation Act to examine the effects of slavery, institutional racism, and discrimination against people of color, and how our history impacts laws and policies today
15643	"I'll continue to work with the support of my western colleagues to pass legislation to help Nevada leverage its vast public lands, while preserving our unique landscape and way of life. In these efforts, I am always cognizant of the importance of water rights and multi-use access. Common sense federal solutions to our public land designations are possible, but local communities must have a seat at the table to overcome the ""Washington knows best"" mentality that routinely ignores the best interests of local stakeholders"
1590	 This is unsustainable and must be fixed. I will work to reinstate commonsense policies that prioritize security, like Remain in Mexico, dismantle cartels and other criminal organizations, empower our Customs and Border Protection agents and officers to do their job, and enforce our immigration laws strongly and consistently. Protecting our nation’s sovereignty and ensuring the safety of our communities must – and will – be my top priority
14410	S. at the forefront of global 5G innovation, by encouraging the participation of trusted American companies in international standard-setting bodies. RobocallsAmericans received 3
6696	 This important project will create 400,000 acre-feet of new water storage, generate $535 million in local spending, and create 360 new jobs. The project will provide a critical water supply, as well as protect and stimulate rural development, including agriculture, for present and future water users. It will also foster new employment, income, business generation, and tax revenues to Northwest Colorado
17091	Congressmember Espaillat recognizes the great importance of ensuring that the American people have access to clean air and clean water, and will oppose any attempts to roll back provisions in the Clean Air and Water Acts, as well as through other legislative vehicles. He will focus on implementing policies that promote and protect a healthy environment, which is important to the public health of all Americans, while also preserving our nation's diverse set of unique and cherished ecosystems.National Parks and Public LandsProtecting our national parks and public lands is important to Congressmember Espaillat
8071	"gov/Business/DisasterInformation/DeterioratingResidentialConcreteFoundations To view the IRS PowerPoint presentation from the February 10th 2020 webinar, click here. /sites/evo-subsites/courtney-evo.house"
21557	R. 7129, the Put America on Commission Act of 2024, passed out of Committee, which maximizes recovery efforts for fraudulent pandemic loan funds. My bill to hold fraudsters accountable by prohibiting individuals convicted of defrauding the Government from receiving any future assistance from the SBA (H
20622	Click HERE to read the required financial disclosure letter. Ross Township - Body-Worn Camera/Fleet Video Project - $501,501The Ross Township Police Department is seeking funding to replace existing, end of life, body-worn cameras and fleet video.The entity to receive funding for this project is the Ross Township Police Department, located at 1000 Ross Municipal Dr, Pittsburgh, PA 15237
17560	 She was a wonderful communicator. I was very thankful for the service she provided. I did not have to waste any more of my time with the people at the IRS that were not helping me and giving me the run around, for hours and hours of my time
6944	 I filed an amicus brief defending the Second Amendment before the Supreme Court in the case of New York State Rifle and Pistol Association v. Bruen. For the last century, New York’s mandates have banned Americans from carrying a firearm outside of their home unless a public safety bureaucrat determines they have “proper cause
14417	 This bill will put a stop to the endless robocall schemes, by instituting a nationwide call authentication technology that will allow every American to verify and block every call they receive, allowing consumers to trust their caller ID again. This bill also included language I helped introduce which would prevent the harmful practice of one-ring scams that pray on the most vulnerable populations.To learn more about legislative efforts and actions you can take to prevent robocalls, click here
4220	Reducing our Oil DependenceWith only 3% of the known global oil reserves, the United States cannot become energy independent or affect the price of oil simply through oil drilling alone. New policies are needed because our oil dependency drains money from our economy that could be better used to grow American prosperity. Our oil dependency also undermines our national security and worsens the threat of climate change
11637	Protecting America’s national security is an essential role of the federal government, as is supporting the men and women in uniform who serve our nation and protect our freedom.America should always stand on the side of democracy, including helping to support Ukraine as it defends itself from Putin’s unjust invasion of their sovereign territory.As a physicist, I’m especially concerned about the proliferation of nuclear weapons and I’m committed to working with my colleagues to pursue policies that promote nonproliferation and reduce nuclear stockpiles
7218	 There’s not single path that’s right for everyone. I support policies that promote and expand access to career technical pathways that provide low cost options to graduating high school seniors and support our local economy.Finally, I will fight to empower families by breaking down barriers and improving transparency to protect parental rights
22612	" The virus that causes COVID-19 is a novel coronavirus.The following symptoms may appear 2-14 days after exposure.-Fever -Cough -Shortness of breath -Fatigue -Muscle or body aches -Headache -New loss of taste or smell -Congestion or runny nose -Nausea, vomiting or diarrheaThe best way to protect yourself and your community is to get vaccinated"
20588	 The funding would be used to support local law enforcement efforts to enforce laws and address violent crime.Financial disclosure letterAffordable Housing in Wilkinsburg, PennsylvaniaSubcommittee/Agency/Account: Transportation, Housing and Urban Development, Department of Housing and Urban Development, Economic Development InitiativesRecipient: ACTION-Housing, Inc.Address: 611 William Penn Place, Suite 800, Pittsburgh, Pennsylvania 15217Requested amount: $2,000,000Description: To support a mixed-use development located in the heart of the Wilkinsburg commercial district
13554	 That is why I am fighting for smarter, pro-growth policies that get government out of the way and help small businesses expand and hire new workers. In fact, I have supported overturning numerous regulations written by unelected bureaucrats who do not understand the negative consequences of the rules they wrote.Michigan has a talented workforce and world-leading manufacturing base, and we can keep it that way by promoting opportunities in the skilled trades
19935	If you have questions about the vaccines please consult with your physician and visit the CDC website.Updates on Economic Impact PaymentsFor a full list of questions and answers regarding the status of your EIP visit the IRS website.Information for Student Loan Borrowers:The interest on federal student loans is set at 0% and are placed in forbearance (suspension of payments) until August 31, 2022
14625	 In Washington, I’m working every day to help lift those folks up and ensure their hard work pays off. That’s why, for the past several months, my top priority in Washington has been identifying and enacting solutions to bring down prices in our economy and reduce the inflation that is stretching families’ budgets thin.I was proud to help lead the effort to pass the Lower Food and Fuel Costs Act, a bipartisan package of bills that will lower prices for families at the grocery aisle and the gas pump by giving America’s farmers the support and resources they need to thrive
23201	" I believe in an ""all-of-the-above"" approach to energy production, including hydropower, wind, solar, nuclear, natural gas, and oil, to ensure reliable, safe, and affordable power. I oppose carbon taxes and cap-and-trade programs, since they increase costs without delivering significant benefits."
14223	 Honoring our Local HeroesIn July 2024, I took to the House floor to honor the life and legacy of Hillsdale County Sheriff’s Deputy William Henry Butler Jr., who was tragically killed during a traffic stop. To commemorate his venerable sacrifice, Deputy Butler’s name was memorialized and added to the National Law Enforcement Officers Memorial wall in Washington, D
9390	Congressman Bilirakis was very encouraged to see the last Administration's dedication to lowering drug costs - exploring all options including registered drug importation from Canada. As we look ahead, Congressman Bilirakis believes we need to continue to do more on a bipartisan basis when it comes to lowering the price of prescription drugs without sacrificing access to the latest treatments and cures, and he is committed to continuing to work on this issue with his colleagues on both sides of the aisle and this current Administration to deliver for American patients.Additionally, Congressman Bilirakis is a member of numerous health care-related caucuses through which he advocates for many important causes, including the:Rare Disease Caucus (Co-Chairman)Congenital Heart Disease Caucus (Co-Chairman)Parkinson's Disease Caucus (Co-Chairman)Peripheral Artery Disease Caucus (C0-Chairman)Community Health Center CaucusBrain Injury Task ForceHealth Care Caucus;Prescription Drug Caucus;Congenital Heart Caucus;Cystic Fibrosis Caucus;Diabetes Caucus;Down Syndrome Caucus;Health Hearing Caucus;Vision Caucus;House Cancer Caucus; andPediatric Cancer Caucus
12740	  Opposing President Trump's Reckless Federal Funding Freezes and ClawbacksOne of the most damaging and unprecedented actions of this Administration has been pushing for massive funding cuts across the federal government. These reductions not only show a blatant disregard for the necessary, life-saving work of our federal agencies but have been, at times, unlawful and unconstitutional oversteps of Congressional budget powers.My team and I immediately got to work, resolving a number of local challenges created by President Trump's freeze of federal funding, including helping to reopen funding streams so state agencies can continue their services
12646	 I continue to do the same in the halls of Congress.Farmers must be protected from unnecessary and harmful federal regulations that could hurt their ability to grow and create jobs. The estate tax must be eliminated because families should be able to pass farms down to the next generation without penalty
14086	Fighting the Opioid EpidemicCombating the opioid crisis is a leading priority for me and my colleagues in Congress and requires an all-hands-on-deck response. In June 2018, the House passed H.R
15710	" My amendment being ruled out of order led me back to where this entire discussion started: if I am only given a chance to vote on a bill to designate Nevada as the nation's nuclear land fill – I will not support it. However, in February 2020, President Trump committed the U.S"
2951	As Democratic Leader, Pelosi supported President Bush's bilateral PEPFAR (President's Emergency Plan For AIDS Relief) initiative. During her first two terms as Speaker of the House, working with Presidents Bush and Obama, she successfully fought to more than double bilateral funding for global AIDS, increasing the U.S
5355	 I will also continue to work with our farmers to ensure that American crops are treated fairly by countries that export crops to the United States and that any agricultural products entering the country are free from pests and diseases.America's agricultural industry is one of the most capable in the world and their ability to compete and thrive depends on the freedom for them to produce in a fair marketplace and without being severely hindered by conditions beyond their control. Americans need their government to ensure that they will continue to have an affordable, safe and reliable food supply
19892	"Since taking office, we’ve delivered real results for constituents, including:Resolving more than 5,900 individual constituent casesHelping return over $11.4 million to families, seniors, and local organizationsAssisting residents with VA benefits, Social Security, Medicare, passports, immigration matters, and tax issuesEvery case is different, but our commitment is the same: to be responsive, accessible, and persistent until the problem is resolved.Contact usDelivering for our Communities Part of my work includes securing funding for local projects, and I’m focused on delivering federal resources that strengthen public safety, improve accessibility, and meet the needs of our communities"
23358	" Voting Rights Since its passage in 1965, the Voting Rights Act (VRA) has served as a benchmark to ensure all Americans’ voices are heard at the ballot box.  But on June 25, 2013, the Supreme Court invalidated Section Four of the VRA, a provision that protects voting rights in nine states that historically have had discriminatory voting practices. The Supreme Court found that Section Four had an outdated formula that placed undue and outdated federal burden on the nine states"
22961	"17.12 | Video: Rep. Scott Participates in a Panel, titled ""Stop the Pipeline to Prison,"" at Metropolitan African American Methodist Episcopal Church in Washington, DC09"
2669	2166San Ramon Valley Unifiedwww.srvusd.k12
12752	"5 million people have turned to. Whether it's giving a speech on the House floor or sharing hotlines on social media and resources on my website, I will continue to ensure LGBTQ+ individuals have the tools they need. Elfreth joins fellow House Representatives and the Trevor Project fighting for the 988 Suicide and Crisis Lifeline's specialized services for LGBTQ+ youth"
18180	There is no denying that Climate Change and the rise in global temperatures results in extreme ecological changes. As a member of the Congressional Safe Climate Caucus, Congresswoman Adams is pushing for strong and proactive environmental policies that combat climate change, curb pollution, invest in renewable energy, and promote sustainable development solutions. She believes it's time to start investing in more renewable energy sources and develop new green technologies
19355	 I oppose the plan of some House and Senate Republicans to cut these and many other programs that provide a safety net for Oregonians and Americans in need.Finally, we need a tax code that leads to better jobs, better wages, and a better future for all of us. Currently, our tax code exacerbates income inequality at a time when it is rising and threatening our nation's prosperity
15558	house.gov for more information, or to join the Broadcasters Caucus.More on the Broadcasters Caucus by clicking here
5173	Quality, accessible, affordable health care should be a right, not just a privilege reserved for the wealthy few. Thanks to the Affordable Care Act (ACA), we've made this fundamental right a reality. I am proud of the work I did in the Ways and Means Committee to prohibit health insurance companies from charging women higher health insurance premiums than men
13920	 Debbie Dingell (D-MI). Our bipartisan bill will reduce unnecessary paperwork burdens and bring down energy prices for American families. The legislation unties the hands of the Federal Energy Regulatory Commission's (FERC) and allows the commission to do what it does best, regulate electricity markets to ensure American rate payers are getting the most affordable and reliable electricity possible
10637	 But discriminatory and exclusionary housing policies and an unaffordable and inaccessible housing market have made it far too difficult for many to achieve the dream of homeownership. A co-sponsor of the Original Fair Housing Resolution, the Housing for All Act, and the Housing Crisis Response Act, Congresswoman Ramirez is a champion for policies and programs that give Americans the opportunity to set roots in a place they can call their own.
10126	" By augmenting its marked vehicle fleet, the GPD will ensure a more reliable and efficient response to daily safety and emergency incidents, mitigating potential shortcomings and enhancing community safety. Committee has the opportunity with this project to vastly improve Guam's law enforcement apparatus. See attachment for Nexus Letter & Financial Disclosure:"
20548	 The entity to receive funding for this project is the Pennsylvania Department of Transportation. The funding would be used to support a Surface Transportation Block Grant Program eligible project.Financial disclosure letterCoraopolis Waterline ReplacementSubcommittee/Agency/Account: Interior and Environment, Environmental Protection Agency, State and Tribal Assistance GrantsRecipient: Borough of CoraopolisAddress: 1301 Fourth Avenue, Coraopolis, Pennsylvania 15108Requested amount: $800,000Description: Proposed construction for the Coraopolis Waterline Improvements project generally includes replacement of existing lead joint water main piping for the objective of removing lead piping materials in direct contact with drinking water
23249	, I participate in events such as National Veterans Roundtables, which are widely attended by representatives from the Veterans of Foreign Wars (VFW), National Military Family Association, as well as many others. Venues such as this provide a collaborative environment for policy makers to hear directly from national level veterans leaders about how we can best serve our veterans across the country. Additionally, I hold annual Veterans Advisory Council roundtables in locations around the Ninth District
22900	 Jordan, William C. Velásquez, and Dr. Hector P
7750	  Standing Up to the Trump AdministrationRep. Larson is standing up to the Trump Administration’s attacks on our schools. In 2017, Secretary of Education Betsy DeVos testified before Congress and included a characterization of East Hartford Public Schools as “dangerous daycare”
20339	 Since passage of this bill, my worst nightmares have become a reality as the law's implementation continues to drive up costs, saddle small businesses with burdensome regulations, and imposes unfunded mandates on the Commonwealth, by shifting costs from the federal government to the states. We must repeal this law and move forward with commonsense reforms that will improve our nation's healthcare system and provide even greater access to more Americans.During the 115th Congress, I introduced several pieces of legislation that offered real reform to key areas of healthcare and care delivery
11706	Serving as a local meteorologist for over 20 years required me to be a trusted neighbor to the people in Central and Northwestern Illinois. In Congress, I’m still working to be a trusted voice for the people of Illinois’ 17th District. That means being willing to work with anyone – Republican or Democrat – to make sure everyone in my District has their needs met
15686	 It is wrong to ignore the problems facing the program for younger workers and it is wrong to frighten senior citizens who are currently reliant upon Social Security benefits. I pledge to work towards a common-sense solution that respects Americans of all ages.
20894	I am grateful to work with MOAA and other military and veteran groups to advocate for veterans and their families. These partnerships are a long-term effort to ensure our servicemembers and their families have strong advocates in Washington, D.C
1382	 However, I certainly oppose policy proposals such as Cap & Trade and other similar carbon emission control systems that harm economic growth and destroy American jobs.These are just a few pieces of our energy puzzle though. We can tap into these energy resources in a clean, environmentally sensitive way
10566	"Childcare / Early Childhood Education Congresswoman Ramirez believes we must resist any and all cuts to early learning programs and invest in child care funding to support families, children, and essential childcare workers. She is a proud supporter of programs like Head Start and a cosponsor of bills like the Child Care Stabilization Act, the Expanding Child Care Access Act of 2024, and Ramirez believes we must ensure affordable, high-quality, and reliable child care and early learning programs are accessible to all families! Funding for Public Education Congresswoman Ramirez believes every community should have the necessary resources to ensure safe, resilient, high-quality schools. That’s why Ramirez is a proud cosponsor of bills like H"
9734	 Our current system is broken. With backlogs lasting years, millions of people are kept from reuniting with their family members or contributing to our economy. In the immigration process, many more are deprived of the basic legal rights that our Constitution enshrines
6500	I stood up for rural healthcare and helped Delta Health secure Sole Community Hospital Provider Status. This designation will help stabilize drug prices, allow Delta Health to remain independent, and secure more healthcare infrastructure for the community.I led 14 Members of Congress in a letter blasting the Federal Aviation Administration and the National Park Service for proposing new management plans that would kill jobs, harm tourism, and inhibit wildfire response
4362	" That means no out-of-pocket cost for vaccines to prevent shingles, tetanus, hepatitis, COVID-19, and flu. Protections Against Prescription Price Hikes - Starting this month, if a drug company raises the price of a Medicare Part D prescription by more than the rate of inflation, the manufacturer will have to pay the difference in price back to Medicare.  That means more money for Medicare to cover costs — savings that will be passed onto seniors"
8669	"Traffic Updates During Emergencies: CALL (866) 511-3352Listen to your local officials for developments and instructions on evacuating, sheltering in place, and returning home. Governor Ron DeSantis Florida Division of Emergency Management (FDEM)Duval CountyNassau CountySt. Johns CountyNational Weather Service Jacksonville: (800) 499-1594 ext"
13790	 The amendment was included in the final House-passed version of the bill.To learn more about my legislative and voting record, please visit here.
8106	gov. The Department of Consumer Protection has also issued a warning to homeowners to be wary of scams to repair or replace faulty concrete. I urge consumers to take precautions before making any payments or signing contracts
2428	978, Clean and Efficient Cars Act of 2019, to restore the Obama-era tailpipe emission and fuel economy standards rollback by the Trump Administration.In March 2021, she led a letter with 70 of her colleagues urging the Biden Administration to take action to reinstate California’s Clean Air Act waiver and restore the Obama-Biden tailpipe emission and fuel economy standardsIn July of 2021, she led a letter a follow up letter with 130+ of her colleagues to reiterate the importance of reinstating the California authority to set its own vehicle emission standardsIn October of 2021 she led a letter to President Biden urging his Administration to adopt the strongest proposal for new tailpipe emission standards. The new tailpipe emissions rule announced in December of 2021 incorporated many of the policies that the Congresswoman had urged for over the past years
7281	 We must do more to deter our adversaries and partner with good actors. It should be a priority to maintain a strong military presence on the global stage and restore America’s military superiority, not waste time on frivolous, virtue-signaling programs like DEI. This starts with ensuring our service members have proper pay and benefits, as well as the tools to keep themselves and our country safe
12966	 It’s no surprise that groundbreaking clean-energy solutions like this have come out of UMD’s Maryland Energy Innovation Institute.Hosted a Roundtable Discussion on data center proposals in Prince George’s County and their impact on the local community and economy.Toured the IonQ facility in College Park and met with CEO Peter Chapman to discuss the importance of quantum computing for the US economy and national security, especially as we work to remain competitive with China on the global stage
8209	"gov. The Department of Consumer Protection has also issued a warning to homeowners to be wary of scams to repair or replace faulty concrete. I urge consumers to take precautions before making any payments or signing contracts--read more here about ways to avoid scams"
8067	"house.gov/files/IRS%20Letter.pdf To view the IRS webinar from several years ago on the casualty loss deduction and net operating losses due to crumbling foundations, click here:https://www"
5428	" 319) which would do just that and help cut off the job magnet that draws people here illegally. I also believe that to truly secure our homeland, we must stop the flow of illicit narcotics into our communities. Fentanyl, in particular, is especially deadly and is being trafficked across our southern border every day"
5108	 Recently, Sherman testified before the House Transportation and Infrastructure Committee to increase federal funding for the Sepulveda Pass Corridor Project.Linking the Valley to the Purple Line in West Los Angeles, with a future connection to LAX, provides the best opportunity to draw large numbers of commuters out of their cars and lessen traffic on the 405 freeway. Metro is currently conducting an environmental review of both monorail and heavy rail alternatives
13218	R. 2743, the Raise the Wage Act, proposes incrementally increasing the federal minimum wage to $17 per hour by 2030.H
18712	" Almost half the seniors in America (45%) would be living in poverty if not for Social Security. We must guarantee that Social Security, one of the most successful programs in American history, remains sound not only for current beneficiaries, but also future generations. The Social Security trustees have projected that the Trust Fund is projected to be $2"
18246	 Not only are we facing global threats, but the threats of random attacks on American soil are becoming more and more real. It is the Congresswoman's top priority to ensure the continued safety of her own constituency and all Americans.Another aspect of national security is cybersecurity
11989	 Improving Access to Nutritious Foods – Food Deserts Act Access to nutritious food should be a necessity, not a luxury. Yet today, too many people across Indianapolis and our country struggle to find the healthy food they need. More and more supermarkets are closing their doors, and public transportation is often located a mile or more away
16236	" In New Jersey, there are 23 federally-funded Health Center organizations that serve 511,947 patients through a combined 144 delivery sites. Congressman Pallone is proud to support community health centers so they may grow and expand. According to the National Association of Community Health Centers, community health centers in Congressman Pallone's district leveraged $7,245,311 in federal investments and served approximately 63,135 patients in 2016"
5995	 In fact, the area has the densest collection of cultural artifacts anywhere in America. In some parts, there are over 100 sites per square mile.Demaree Canyon – 25,624 acresThe rugged canyons of this area are some of the most intricate and interesting geology of Western Colorado
6060	 The soil is some of the state's most fertile due to the mountain's location in the Central Colorado Volcanic Field. Home to some of the state's most prized scenic views, Pisgah Mountain is emblematic of Colorado in its most natural form with flourishing wildlife, breathtaking views, and a rich plant-life.Platte River Addition – 31 acres This small addition to the existing Platte River Wilderness would preserve the North Gate Canyon
22536	 We must defeat voter suppression, gerrymandering and a torrent of special-interest dark money just to exercise their right to vote in our democracy and make their voices heard. I strongly opposed a Republican bill that would limit voting access by prohibiting the use of a driver's license for voter registration and essentially eliminating online/mail registration. Elected officials unafraid of being held accountable should make it easier to register and to vote, not harder, but that is what Republicans in Washington and Texas are doing
12832	 493, the Federal Adjustment of Income Rates (FAIR) Act, restores years of lost wage increases for federal employees.H.R
20939	International travel guidance issued by the Department of State is available here.State Department and specific country advisories are listed here.If you have symptoms of coronavirus – fever, cough, shortness of breath – and have been in close contact with a person known to have coronavirus or have recently traveled from an area with widespread or ongoing community spread of coronavirus, make sure to contact your health care provider immediately
15448	Local & Regional Food Systems & Food DesertsLocal food systems have the potential to yield significant benefits to the economy and create jobs.  According to a recent study by the Union of Concerned Scientists, a modest amount of public funding for between 100-500 farmers markets could create as many as 13,500 jobs over a five-year period.  By providing further investment in local and regional food systems, we can bolster agriculture and put people back to work
